"""A King Offers to Make Amends to a Bereaved Mother"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"
"""A Muslim Pilgrim Learns a Lesson in Piety from a Brahman"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"
"""Akbar With Lion and Calf"", Folio from the Shah Jahan Album"
"""Alberti Dvreri pictoris et architecti praestantissimi De vrbibvs..."""
"""Apollo of Versailles"""
"""Bahram Gur Sees a Herd of Deer Mesmerized by Dilaram' s Music"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"
"""Bar"""
"""Bellini"" carpet"
"""Butterfly"""
"""Capitello"" Chair"
"""Carlton"" Room Divider"
"""Clover Leaf"""
"""Cyclone"""
"""Dancing Dervishes"", Folio from a Divan of Hafiz"
"""Farhad Carves a Milk Channel for Shirin"", Folio 74 from a Khamsa (Quintet) of Nizami"
"""Fortissimo"""
"""History of Navigation"" Mural"
"""I Love New York"""
"""Isfandiyar's Third Course: He Slays a Dragon"", Folio 434v from the Shahnama (Book of Kings) of Shah Tahmasp"
"""Jonah and the Whale"", Folio from a Jami al-Tavarikh (Compendium of Chronicles)"
"""Krishna Holds Up Mount Govardhan to Shelter the Villagers of Braj"", Folio from a Harivamsa (The Legend of Hari (Krishna))"
"""L'Eléphant Blanc"""
"""MR"" Armchair"
"""Maria-Luisa (dite Coré)"""
"""May"""
"""Men Treading Grapes"", Folio from a Materia Medica of Dioscorides"
"""On Liberty"""
"""Oyster Dress"""
"""Preparing Medicine from Honey"", from a Dispersed Manuscript of an Arabic Translation of De Materia Medica of Dioscorides"
"""Rosette Bearing the Names and Titles of Shah Jahan"", Folio from the Shah Jahan Album"
"""Shah Jahan on a Terrace, Holding a Pendant Set With His Portrait"", Folio from the Shah Jahan Album"
"""Smiling"" Figure"
"""Tahmuras Defeats the Divs"", Folio 23v from the Shahnama (Book of Kings) of Shah Tahmasp"
"""The Angel Gabriel meets 'Amr ibn Zaid (the Shepherd)"", Folio from a Siyer-i Nebi (the Life of the Prophet)"
"""The Antonius"" Violin"
"""The Concourse of the Birds"", Folio 11r from a Mantiq al-tair (Language of the Birds)"
"""The Eavesdropper"", Folio 47r from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami"
"""The Elephant Clock"", Folio from a Book of the Knowledge of Ingenious Mechanical Devices by al-Jazari"
"""The Feast of Sada"", Folio 22v from the Shahnama (Book of Kings) of Shah Tahmasp"
"""The Francesca"" Violin"
"""The Funeral of Isfandiyar"", Folio from a Shahnama (Book of Kings)"
"""The Gould"" Violin"
"""The Souper Dress"""
"""The Story of the Princess of the Blue Pavillion: The Youth of Rum Is Entertained in a Garden by a Fairy and her Maidens"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"
"""Venus"""
"""État"" Cabinet"
'Lotto' Carpet
'Saz'-style Drawing of a Dragon amid Foliage
11:00 A.M. Monday, May 9th, 1910. Newsies at Skeeter's Branch, Jefferson near Franklin. They were all smoking. Location: St. Louis, Missouri.
15, rue Maître-Albert
1947-48-W No. 1
?   ??   ?? ?????   ?|Ink Landscapes with Poems
?   ??   ??????   ?|Wang Xizhi watching geese
?   ?? ?   ?????  ???: ??????   ?|The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai
?  ??  ?????  ?|The Sixteen Luohans
? ?? ???? ?|Night-Shining White
? ?? ?????????|Sutra Box with Dragons amid Clouds
? ?? ??????|Cosmological Mandala with Mount Meru
? ???????????|Buddha, Probably Amitabha (Amituofo)
? ??????|Dish in the Shape of a Leaf
??    ??    ?????    ?  |Old Trees, Level Distance
??   ??   ???   ?|Finches and bamboo
?? ?? ? ?? ?? ?? ? ?? ? ??|????????????? ??|Trefoil-shaped covered box with decoration of chrysanthemums
?? ?? ????? ?|Emperor Xuanzong's Flight to Shu
?? ??? ??? ?|Summer Mountains
?? ??? ???????? ?|Biographies of Lian Po and Lin Xiangru  
?? ???? ??|??? ??|Moon Jar
?? ??????|Knotted Dragon Pendant
?? ?????|Female Dancer
????? ??|????? ??|Water-moon Avalokiteshvara
????? ??|Portrait of Shun'oku My?ha (13111388)
?????? ????????|Buddha Maitreya (Mile)
??????? ??|??????? ??|Pensive bodhisattva
??????????????|Robe (Kosode) with Shells and Sea Grasses 
????????|Illustrated Legends of the Kitano Tenjin Shrine (Kitano Tenjin engi emaki)
???????|Dish with Three Jars
???????|Gibbons in a Landscape
??????|Za? Gongen
?????|Rough Waves
????|Old Plum
???|Buddha of Medicine Bhaishajyaguru (Yaoshi fo)
?ankh
A Basket of Clams
A Bear Walking
A Descriptive Atlas of the Cesnola Collection of Cypriote Antiquities in the Metropolitan Museum of Art, New York (18851903)
A Gathering at Wood's Edge
A Giant Seated in a Landscape, sometimes called 'The Colossus'
A Goldsmith in his Shop
A Gorge in the Mountains (Kauterskill Clove)
A Hunting Scene
A Hypocrite and a Slanderer
A Knight of the d'Aluye Family
A Rose
A Stallion
A Storm
A Tusk Figurine of a Man
A Young Mother
A. Persii Satyrarum liber I.D. Iunii Iuuenalis Satyrarum lib. V. Supliciae Satyra I : cum veteribus commentarijs nunc primum editis ex bibliotheca P. Pithoei I C. cuius etiam notae quaedam adiectae sunt
Abstraction, Twin Lakes, Connecticut
Academie de l'espee; ou se domonstrent par reigles mathématiques sur le fondement d'un cercle mystérieux, la théorie et pratique des vrais . . .
Accordion
Adam
Adam and Eve
Adoration of the Magi from Seven Scenes from the Life of Christ
Adoration of the Shepherds
Afternoon dress
Agate Lentoid
Akhenaten Sacrificing a Duck
Album of Tournaments and Parades in Nuremberg
Alfred Thompson Gobert
Allan Melville
Allegory of the Planets and Continents
Almanach de Normandie pour l'année bissext. 1788
Almanach impérial, pour l'année M. DCCC. XIII présente a S. M. l'Empereur et Roi, par Testu
Almanach royal : année bissextile M.DCC.LXXXIV. présenté a Sa Majesté pour la premiere fois en 1699 par Laurent d'Houry ...
Almanach royal, année M.DCC.LVIII
Almanach royal, année bissextile M.DCC.LXCII : présenté a sa Majeste pour la premiere fois en 1699 par Laurent d'Houry
Almanach royal, année bissextile M.DCC.LXXXIV.
Almanach royal, année bissextile M.DCC.LXXXVIII, présenté a sa Majeste pour la premiere fois en 1699
Alpha-Pi
Altar Frontal with Man of Sorrows and Saints
Alto Recorder in F
Aman-Jean (Portrait of Edmond François Aman-Jean)
"American Barque ""Jane Tudor,"" Conway Bay"
Americana
An Address to the Workmen in the Pottery on the Subject of Entering into the Service of Foreign Manufacturers
Ancestor Figure
Ancestor Figure (Korwar)
Ancestral Couple (Ana Deo)
Andrew Jackson
Angels Swinging Censers
Animal-Spouted Pitcher
Annual of American design 1931
Annunciation Triptych (Merode Altarpiece)
Antelope Head
